center,left,right,steering,speed,throttle,brake
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_140.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_140.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_140.jpg,0,0,0,19.07144
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_222.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_222.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_222.jpg,-0.1,0,0,19.2909
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_301.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_301.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_301.jpg,-0.3,0.1231074,0,19.45232
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_380.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_380.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_380.jpg,-0.5000001,0.3602099,0,19.80836
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_462.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_462.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_462.jpg,-0.7,0.6046116,0,20.35311
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_539.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_539.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_539.jpg,-0.9000002,0.8377039,0,20.96813
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_618.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_618.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_618.jpg,0,1,0,21.82824
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_695.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_695.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_695.jpg,0,1,0,23.11843
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_775.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_775.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_775.jpg,-0.1,0.8798916,0,24.20695
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_850.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_850.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_850.jpg,0,0.6582052,0,25.24764
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_08_925.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_08_925.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_08_925.jpg,0,0.4275291,0,25.92181
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_001.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_001.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_001.jpg,0,0.1997473,0,26.21768
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_076.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_076.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_076.jpg,0,0,0,26.47029
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_154.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_154.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_154.jpg,-0.2,0,0,26.59714
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_228.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_228.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_228.jpg,-0.4,0,0,26.701
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_305.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_305.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_305.jpg,-0.6000001,0,0,26.62134
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_383.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_383.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_383.jpg,-0.8000001,0,0,26.48268
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_461.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_461.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_461.jpg,-0.9500002,0,0,26.40209
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_535.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_535.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_535.jpg,-1,0,0,26.08026
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_610.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_610.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_610.jpg,-1,0,0,25.95915
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_687.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_687.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_687.jpg,-1,0,0,25.9404
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_758.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_758.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_758.jpg,0,0,0,25.8242
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_832.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_832.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_832.jpg,0,0,0,25.79123
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_904.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_904.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_904.jpg,0,0,0,25.75237
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_09_977.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_09_977.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_09_977.jpg,0,0,0,25.56023
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_050.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_050.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_050.jpg,0.1,0,0,25.43136
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_121.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_121.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_121.jpg,0.25,0,0,25.3012
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_193.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_193.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_193.jpg,0.45,0,0,25.17792
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_267.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_267.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_267.jpg,0.6500001,0,0,24.86005
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_338.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_338.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_338.jpg,0.8000001,0,0,24.57123
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_410.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_410.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_410.jpg,1,0,0,24.19705
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_483.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_483.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_483.jpg,1,0,0,23.90706
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_556.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_556.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_556.jpg,0,0,0,23.79444
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_630.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_630.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_630.jpg,0,0,0,23.66833
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_706.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_706.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_706.jpg,0,0,0,23.63689
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_780.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_780.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_780.jpg,0,0,0,23.66323
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_855.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_855.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_855.jpg,0.2,0,0,23.69379
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_10_929.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_10_929.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_10_929.jpg,0.4,0,0,23.70061
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_002.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_002.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_002.jpg,0,0,0,23.73336
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_073.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_073.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_073.jpg,0,0,0,23.79335
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_144.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_144.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_144.jpg,0,0,0,23.92357
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_213.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_213.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_213.jpg,0,0,0,24.00761
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_285.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_285.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_285.jpg,0,0,0,24.19657
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_356.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_356.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_356.jpg,0,0,0,24.32454
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_425.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_425.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_425.jpg,0,0,0,24.5028
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_495.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_495.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_495.jpg,0,0,0,24.62123
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_568.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_568.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_568.jpg,0,0.1122253,0,24.84116
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_637.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_637.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_637.jpg,0,0.3185084,0,25.17255
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_709.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_709.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_709.jpg,0,0.3132287,0,25.70025
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_776.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_776.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_776.jpg,0.15,0.1102588,0,25.97166
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_850.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_850.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_850.jpg,0.35,0,0,26.08904
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_919.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_919.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_919.jpg,0.5000001,0,0,26.10272
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_11_991.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_11_991.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_11_991.jpg,0.7,0,0,26.11549
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_063.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_063.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_063.jpg,0.9000002,0,0,25.87648
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_139.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_139.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_139.jpg,0,0,0,25.88993
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_213.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_213.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_213.jpg,0,0,0,25.97536
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_289.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_289.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_289.jpg,0.2,0,0,26.02296
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_366.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_366.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_366.jpg,0.4,0,0,26.04233
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_442.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_442.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_442.jpg,0.5500001,0,0,26.05792
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_519.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_519.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_519.jpg,0.7500002,0,0,25.81495
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_597.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_597.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_597.jpg,0.9500002,0,0,25.5502
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_678.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_678.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_678.jpg,1,0,0,25.29289
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_764.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_764.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_764.jpg,1,0,0,24.79659
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_852.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_852.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_852.jpg,1,0,0,24.52507
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_12_939.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_12_939.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_12_939.jpg,0,0,0,24.43178
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_029.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_029.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_029.jpg,0,0,0,24.2718
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_120.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_120.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_120.jpg,0,0,0,24.13963
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_209.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_209.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_209.jpg,0.1,0,0,24.10555
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_298.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_298.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_298.jpg,0.3,0,0,24.15371
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_391.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_391.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_391.jpg,0,0,0,24.36253
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_483.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_483.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_483.jpg,0,0,0,24.53364
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_576.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_576.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_576.jpg,0.2,0,0,24.6331
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_684.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_684.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_684.jpg,0,0,0,25.01505
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_765.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_765.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_765.jpg,0,0,0,25.09015
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_864.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_864.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_864.jpg,0,0.287654,0,25.64829
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_13_955.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_13_955.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_13_955.jpg,0,0.5728592,0,26.49107
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_054.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_054.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_054.jpg,0,0.8684714,0,27.66963
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_147.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_147.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_147.jpg,0,1,0,29.05332
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_242.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_242.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_242.jpg,0,1,0,30.17359
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_345.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_345.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_345.jpg,0,1,0,30.19313
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_433.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_433.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_433.jpg,0,1,0,30.34776
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_529.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_529.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_529.jpg,0,1,0,30.05367
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_624.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_624.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_624.jpg,0,1,0,30.38581
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_716.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_716.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_716.jpg,0,1,0,30.3129
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_817.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_817.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_817.jpg,0,1,0,28.67962
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_905.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_905.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_905.jpg,0,0.7305918,0,29.60049
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_14_992.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_14_992.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_14_992.jpg,0,0.4545889,0,30.17353
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_078.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_078.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_078.jpg,0,0.1954862,0,29.92986
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_167.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_167.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_167.jpg,0,0,0,29.9317
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_253.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_253.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_253.jpg,0,0,0,30.0028
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_337.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_337.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_337.jpg,0,0,0,30.05763
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_422.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_422.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_422.jpg,0,0,0,30.0511
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_512.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_512.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_512.jpg,0,0,0,29.83825
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_597.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_597.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_597.jpg,0,0,0,30.09058
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_688.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_688.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_688.jpg,0,0,0,30.09076
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_775.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_775.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_775.jpg,0,0,0,30.07798
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_860.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_860.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_860.jpg,0,0,0,30.04973
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_15_944.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_15_944.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_15_944.jpg,0,0,0,30.05331
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_16_029.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_16_029.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_16_029.jpg,0,0,0,30.05593
C:\Users\Vinoth\Desktop\IMG\center_2019_02_21_19_49_16_114.jpg,C:\Users\Vinoth\Desktop\IMG\left_2019_02_21_19_49_16_114.jpg,C:\Users\Vinoth\Desktop\IMG\right_2019_02_21_19_49_16_114.jpg,0,0,0,30.02944
